Date,Close
1/2/2009 16:00:00,13.36
1/5/2009 16:00:00,13.46
1/6/2009 16:00:00,14.4
1/7/2009 16:00:00,14.09
1/8/2009 16:00:00,13.94
1/9/2009 16:00:00,13.91
1/12/2009 16:00:00,13.24
1/13/2009 16:00:00,13.29
1/14/2009 16:00:00,12.74
1/15/2009 16:00:00,12.35
1/16/2009 16:00:00,11.85
1/20/2009 16:00:00,10.61
1/21/2009 16:00:00,11.05
1/22/2009 16:00:00,11.05
1/23/2009 16:00:00,11.08
1/26/2009 16:00:00,10.65
1/27/2009 16:00:00,11.04
1/28/2009 16:00:00,11.81
1/29/2009 16:00:00,11.57
1/30/2009 16:00:00,12.34
2/2/2009 16:00:00,12.49
2/3/2009 16:00:00,12.1
2/4/2009 16:00:00,12.28
2/5/2009 16:00:00,13.44
2/6/2009 16:00:00,13.85
2/9/2009 16:00:00,13.83
2/10/2009 16:00:00,13.46
2/11/2009 16:00:00,13.74
2/12/2009 16:00:00,14.1
2/13/2009 16:00:00,13.99
2/17/2009 16:00:00,13.56
2/18/2009 16:00:00,14.04
2/19/2009 16:00:00,13.91
2/20/2009 16:00:00,13.92
2/23/2009 16:00:00,13.56
2/24/2009 16:00:00,14.09
2/25/2009 16:00:00,13.86
2/26/2009 16:00:00,14.02
2/27/2009 16:00:00,14.18
3/2/2009 16:00:00,13.54
3/3/2009 16:00:00,13.59
3/4/2009 16:00:00,13.82
3/5/2009 16:00:00,13.36
3/6/2009 16:00:00,12.55
3/9/2009 16:00:00,12.45
3/10/2009 16:00:00,13.22
3/11/2009 16:00:00,12.84
3/12/2009 16:00:00,13.52
3/13/2009 16:00:00,13.01
3/16/2009 16:00:00,13.04
3/17/2009 16:00:00,13.82
3/18/2009 16:00:00,14.08
3/19/2009 16:00:00,13.17
3/20/2009 16:00:00,13.13
3/23/2009 16:00:00,13.89
3/24/2009 16:00:00,13.4
3/25/2009 16:00:00,13.19
3/26/2009 16:00:00,13.88
3/27/2009 16:00:00,13.56
3/30/2009 16:00:00,13.38
3/31/2009 16:00:00,13.9
4/1/2009 16:00:00,13.57
4/2/2009 16:00:00,13.9
4/3/2009 16:00:00,15.02
4/6/2009 16:00:00,14.78
4/7/2009 16:00:00,14.29
4/8/2009 16:00:00,14.46
4/9/2009 16:00:00,14.7
4/13/2009 16:00:00,15.28
4/14/2009 16:00:00,14.58
4/15/2009 16:00:00,14.78
4/16/2009 16:00:00,14.52
4/17/2009 16:00:00,14.5
4/20/2009 16:00:00,13.75
4/21/2009 16:00:00,14.66
4/22/2009 16:00:00,14.38
4/23/2009 16:00:00,14.56
4/24/2009 16:00:00,15.1
4/27/2009 16:00:00,14.72
4/28/2009 16:00:00,15.18
4/29/2009 16:00:00,15.88
4/30/2009 16:00:00,16.24
5/1/2009 16:00:00,16.25
5/4/2009 16:00:00,17.05
5/5/2009 16:00:00,16.85
5/6/2009 16:00:00,16.55
5/7/2009 16:00:00,16.38
5/8/2009 16:00:00,17.11
5/11/2009 16:00:00,16.48
5/12/2009 16:00:00,16.31
5/13/2009 16:00:00,16.12
5/14/2009 16:00:00,16.13
5/15/2009 16:00:00,16.27
5/18/2009 16:00:00,16.6
5/19/2009 16:00:00,16.2
5/20/2009 16:00:00,16.24
5/21/2009 16:00:00,16.57
5/22/2009 16:00:00,16.44
5/26/2009 16:00:00,16.69
5/27/2009 16:00:00,16.48
5/28/2009 16:00:00,16.63
5/29/2009 16:00:00,16.93
6/1/2009 16:00:00,16.67
6/2/2009 16:00:00,16.7
6/3/2009 16:00:00,17.06
6/4/2009 16:00:00,17.38
6/5/2009 16:00:00,17.32
6/8/2009 16:00:00,17.45
6/9/2009 16:00:00,17.16
6/10/2009 16:00:00,17.32
6/11/2009 16:00:00,16.68
6/12/2009 16:00:00,16.09
6/15/2009 16:00:00,16.11
6/16/2009 16:00:00,15.62
6/17/2009 16:00:00,15.34
6/18/2009 16:00:00,15.35
6/19/2009 16:00:00,15.34
6/22/2009 16:00:00,15.31
6/23/2009 16:00:00,15.67
6/24/2009 16:00:00,15.27
6/25/2009 16:00:00,15.49
6/26/2009 16:00:00,15.96
6/29/2009 16:00:00,15.75
6/30/2009 16:00:00,15.57
7/1/2009 16:00:00,15.2
7/2/2009 16:00:00,15.02
7/3/2009 16:00:00,15.02
7/6/2009 16:00:00,15.17
7/7/2009 16:00:00,14.93
7/8/2009 16:00:00,14.87
7/9/2009 16:00:00,15.11
7/10/2009 16:00:00,14.97
7/13/2009 16:00:00,15.09
7/14/2009 16:00:00,15.07
7/15/2009 16:00:00,15.66
7/16/2009 16:00:00,16.1
7/17/2009 16:00:00,16.02
7/20/2009 16:00:00,16.78
7/21/2009 16:00:00,16.79
7/22/2009 16:00:00,16.71
7/23/2009 16:00:00,16.8
7/24/2009 16:00:00,16.82
7/27/2009 16:00:00,17.05
7/28/2009 16:00:00,16.58
7/29/2009 16:00:00,16.7
7/30/2009 16:00:00,16.8
7/31/2009 16:00:00,16.36
8/3/2009 16:00:00,17.28
8/4/2009 16:00:00,17.27
8/5/2009 16:00:00,17.1
8/6/2009 16:00:00,17.16
8/7/2009 16:00:00,17.29
8/10/2009 16:00:00,17.22
8/11/2009 16:00:00,17.15
8/12/2009 16:00:00,17.11
8/13/2009 16:00:00,17.17
8/14/2009 16:00:00,16.95
8/17/2009 16:00:00,16.61
8/18/2009 16:00:00,16.75
8/19/2009 16:00:00,16.8
8/20/2009 16:00:00,16.95
8/21/2009 16:00:00,17.25
8/24/2009 16:00:00,16.99
8/25/2009 16:00:00,17.25
8/26/2009 16:00:00,17.55
8/27/2009 16:00:00,17.43
8/28/2009 16:00:00,17.63
8/31/2009 16:00:00,17.77
9/1/2009 16:00:00,17.55
9/2/2009 16:00:00,17.52
9/3/2009 16:00:00,17.73
9/4/2009 16:00:00,17.59
9/8/2009 16:00:00,17.74
9/9/2009 16:00:00,17.62
9/10/2009 16:00:00,18.08
