Date,Close
11/19/2015 16:00:00,162.83
11/20/2015 16:00:00,163.1
11/23/2015 16:00:00,163.45
11/24/2015 16:00:00,162.19
11/25/2015 16:00:00,162.39
11/27/2015 16:00:00,163.58
11/30/2015 16:00:00,161.42
12/1/2015 16:00:00,161.29
12/2/2015 16:00:00,161.09
12/3/2015 16:00:00,163.67
12/4/2015 16:00:00,166.8
12/7/2015 16:00:00,167.12
12/8/2015 16:00:00,168.87
12/9/2015 16:00:00,159.72
12/10/2015 16:00:00,161.86
12/11/2015 16:00:00,160.02
12/14/2015 16:00:00,161.84
12/15/2015 16:00:00,161.29
12/16/2015 16:00:00,162.76
12/17/2015 16:00:00,160.68
12/18/2015 16:00:00,157.7
12/21/2015 16:00:00,159.39
12/22/2015 16:00:00,161.23
12/23/2015 16:00:00,161.71
12/24/2015 16:00:00,161.75
12/28/2015 16:00:00,161.16
12/29/2015 16:00:00,162.66
12/30/2015 16:00:00,162.71
12/31/2015 16:00:00,161.5
1/4/2016 16:00:00,159.54
1/5/2016 16:00:00,159.93
1/6/2016 16:00:00,158.45
1/7/2016 16:00:00,154.82
1/8/2016 16:00:00,152.11
1/11/2016 16:00:00,154.72
1/12/2016 16:00:00,156.06
1/13/2016 16:00:00,152.12
1/14/2016 16:00:00,153.18
1/15/2016 16:00:00,150.39
1/19/2016 16:00:00,150.47
1/20/2016 16:00:00,148.82
1/21/2016 16:00:00,150.38
1/22/2016 16:00:00,153.69
1/25/2016 16:00:00,150.78
1/26/2016 16:00:00,148.5
1/27/2016 16:00:00,147.73
1/28/2016 16:00:00,149.59
1/29/2016 16:00:00,151.12
2/1/2016 16:00:00,151.25
2/2/2016 16:00:00,148.5
2/3/2016 16:00:00,146.7
2/4/2016 16:00:00,143.28
2/5/2016 16:00:00,143.99
2/8/2016 16:00:00,147.02
2/9/2016 16:00:00,147.94
2/10/2016 16:00:00,148.05
2/11/2016 16:00:00,146.65
2/12/2016 16:00:00,148.65
2/16/2016 16:00:00,149.11
2/17/2016 16:00:00,150.91
2/18/2016 16:00:00,148.65
2/19/2016 16:00:00,148.7
2/22/2016 16:00:00,150.06
2/23/2016 16:00:00,150.36
2/24/2016 16:00:00,153.87
2/25/2016 16:00:00,154.72
2/26/2016 16:00:00,149.68
2/29/2016 16:00:00,150.03
3/1/2016 16:00:00,150.52
3/2/2016 16:00:00,152.79
3/3/2016 16:00:00,151.6
3/4/2016 16:00:00,150.9
3/7/2016 16:00:00,148.17
3/8/2016 16:00:00,150.95
3/9/2016 16:00:00,153.05
3/10/2016 16:00:00,152.87
3/11/2016 16:00:00,152.71
3/14/2016 16:00:00,152.67
3/15/2016 16:00:00,154.18
3/16/2016 16:00:00,154.06
3/17/2016 16:00:00,153.84
3/18/2016 16:00:00,153.15
3/21/2016 16:00:00,153.94
3/22/2016 16:00:00,152.23
3/23/2016 16:00:00,153.51
3/24/2016 16:00:00,151.43
3/28/2016 16:00:00,152.67
3/29/2016 16:00:00,155.26
3/30/2016 16:00:00,157.6
3/31/2016 16:00:00,157.58
4/1/2016 16:00:00,158.25
4/4/2016 16:00:00,157.73
4/5/2016 16:00:00,155.99
4/6/2016 16:00:00,156.77
4/7/2016 16:00:00,152.03
4/8/2016 16:00:00,151.65
4/11/2016 16:00:00,149.05
4/12/2016 16:00:00,150.52
4/13/2016 16:00:00,151.88
4/14/2016 16:00:00,151.4
4/15/2016 16:00:00,153.17
4/18/2016 16:00:00,153.3
4/19/2016 16:00:00,153.68
4/20/2016 16:00:00,152.74
4/21/2016 16:00:00,151.42
4/22/2016 16:00:00,149.92
4/25/2016 16:00:00,151.51
4/26/2016 16:00:00,152.6
4/27/2016 16:00:00,151.77
4/28/2016 16:00:00,151.44
4/29/2016 16:00:00,148.13
5/2/2016 16:00:00,150.93
5/3/2016 16:00:00,151.41
5/4/2016 16:00:00,151.51
5/5/2016 16:00:00,147.84
5/6/2016 16:00:00,146.44
5/9/2016 16:00:00,148.59
5/10/2016 16:00:00,149.56
5/11/2016 16:00:00,147.12
5/12/2016 16:00:00,146.72
5/13/2016 16:00:00,144.5
5/16/2016 16:00:00,145.79
5/17/2016 16:00:00,143.6
5/18/2016 16:00:00,141.29
5/19/2016 16:00:00,142.7
5/20/2016 16:00:00,142.69
5/23/2016 16:00:00,142.01
5/24/2016 16:00:00,142.57
5/25/2016 16:00:00,144.54
5/26/2016 16:00:00,149.71
5/27/2016 16:00:00,149.08
5/31/2016 16:00:00,148.77
6/1/2016 16:00:00,152.52
6/2/2016 16:00:00,151.51
6/3/2016 16:00:00,151.71
6/6/2016 16:00:00,152.24
6/7/2016 16:00:00,152.62
6/8/2016 16:00:00,153.37
6/9/2016 16:00:00,154.05
6/10/2016 16:00:00,154.87
6/13/2016 16:00:00,154.95
6/14/2016 16:00:00,155.87
6/15/2016 16:00:00,154.86
6/16/2016 16:00:00,156.42
6/17/2016 16:00:00,155.89
6/20/2016 16:00:00,156.48
6/21/2016 16:00:00,157.2
6/22/2016 16:00:00,158.12
6/23/2016 16:00:00,157.03
6/24/2016 16:00:00,155.56
6/27/2016 16:00:00,154.26
6/28/2016 16:00:00,155.6
6/29/2016 16:00:00,157.08
6/30/2016 16:00:00,157.04
7/1/2016 16:00:00,156.11
7/5/2016 16:00:00,155.25
7/6/2016 16:00:00,156.01
7/7/2016 16:00:00,163.7
7/8/2016 16:00:00,165.44
7/11/2016 16:00:00,166.72
7/12/2016 16:00:00,166.28
7/13/2016 16:00:00,166.78
7/14/2016 16:00:00,166.94
7/15/2016 16:00:00,166.41
7/18/2016 16:00:00,167.51
7/19/2016 16:00:00,168.12
7/20/2016 16:00:00,168.04
7/21/2016 16:00:00,167.05
7/22/2016 16:00:00,167.47
7/25/2016 16:00:00,167.97
7/26/2016 16:00:00,167.57
7/27/2016 16:00:00,166.15
7/28/2016 16:00:00,166.35
7/29/2016 16:00:00,167.22
8/1/2016 16:00:00,167.56
8/2/2016 16:00:00,166.5
8/3/2016 16:00:00,166.12
8/4/2016 16:00:00,166.55
8/5/2016 16:00:00,167.7
8/8/2016 16:00:00,167.4
8/9/2016 16:00:00,167.86
8/10/2016 16:00:00,168.29
8/11/2016 16:00:00,167.88
8/12/2016 16:00:00,169.04
8/15/2016 16:00:00,168.73
8/16/2016 16:00:00,168.41
8/17/2016 16:00:00,167.96
8/18/2016 16:00:00,167.75
8/19/2016 16:00:00,168.02
8/22/2016 16:00:00,167.94
8/23/2016 16:00:00,167.36
8/24/2016 16:00:00,167.57
8/25/2016 16:00:00,164.86
8/26/2016 16:00:00,163.93
8/29/2016 16:00:00,163.98
8/30/2016 16:00:00,161.96
8/31/2016 16:00:00,162.09
9/1/2016 16:00:00,156.21
9/2/2016 16:00:00,157.98
9/6/2016 16:00:00,158.06
9/7/2016 16:00:00,155.64
9/8/2016 16:00:00,153.47
9/9/2016 16:00:00,150.7
9/12/2016 16:00:00,151.69
9/13/2016 16:00:00,150.74
9/14/2016 16:00:00,150.69
9/15/2016 16:00:00,152.67
9/16/2016 16:00:00,152.35
9/19/2016 16:00:00,151.79
9/20/2016 16:00:00,152.17
9/21/2016 16:00:00,152.7
9/22/2016 16:00:00,153.15
9/23/2016 16:00:00,152.53
9/26/2016 16:00:00,151.19
9/27/2016 16:00:00,150.45
9/28/2016 16:00:00,149.41
9/29/2016 16:00:00,147.49
9/30/2016 16:00:00,152.51
10/3/2016 16:00:00,151.01
10/4/2016 16:00:00,150.48
10/5/2016 16:00:00,149.98
10/6/2016 16:00:00,149.47
10/7/2016 16:00:00,149.99
10/10/2016 16:00:00,150.28
10/11/2016 16:00:00,151.01
10/12/2016 16:00:00,150.46
10/13/2016 16:00:00,150.22
10/14/2016 16:00:00,150.15
10/17/2016 16:00:00,148.7
10/18/2016 16:00:00,149.11
10/19/2016 16:00:00,149.45
10/20/2016 16:00:00,150.04
10/21/2016 16:00:00,148.97
10/24/2016 16:00:00,152.12
10/25/2016 16:00:00,150.99
10/26/2016 16:00:00,150.98
10/27/2016 16:00:00,150.86
10/28/2016 16:00:00,149.76
10/31/2016 16:00:00,147.87
11/1/2016 16:00:00,146.66
11/2/2016 16:00:00,146.27
11/3/2016 16:00:00,144.45
11/4/2016 16:00:00,142.24
11/7/2016 16:00:00,143.54
11/8/2016 16:00:00,146.09
11/9/2016 16:00:00,146.79
11/10/2016 16:00:00,146.7
11/11/2016 16:00:00,149.36
11/14/2016 16:00:00,152
11/15/2016 16:00:00,151.15
11/16/2016 16:00:00,152.14
11/17/2016 16:00:00,151.2
11/18/2016 16:00:00,150.36
11/21/2016 16:00:00,151.17
11/22/2016 16:00:00,152.67
11/23/2016 16:00:00,151.6
11/25/2016 16:00:00,151.88
11/28/2016 16:00:00,151.25
11/29/2016 16:00:00,151.48
11/30/2016 16:00:00,150.11
12/1/2016 16:00:00,151.74
12/2/2016 16:00:00,152.09
12/5/2016 16:00:00,151.77
12/6/2016 16:00:00,151.01
12/7/2016 16:00:00,153.85
12/8/2016 16:00:00,157.59
12/9/2016 16:00:00,159.7
12/12/2016 16:00:00,160.33
12/13/2016 16:00:00,159.77
12/14/2016 16:00:00,158.99
12/15/2016 16:00:00,160.11
12/16/2016 16:00:00,160.41
12/19/2016 16:00:00,163.46
12/20/2016 16:00:00,163.86
12/21/2016 16:00:00,163.04
12/22/2016 16:00:00,162.07
12/23/2016 16:00:00,162.08
12/27/2016 16:00:00,162.05
12/28/2016 16:00:00,161.01
12/29/2016 16:00:00,161.13
12/30/2016 16:00:00,160.11
1/3/2017 16:00:00,159.73
1/4/2017 16:00:00,159.76
1/5/2017 16:00:00,162.91
1/6/2017 16:00:00,162.83
1/9/2017 16:00:00,160.97
1/10/2017 16:00:00,161.66
1/11/2017 16:00:00,161.54
1/12/2017 16:00:00,161.87
1/13/2017 16:00:00,161.86
1/17/2017 16:00:00,163.81
1/18/2017 16:00:00,164.27
1/19/2017 16:00:00,163.7
1/20/2017 16:00:00,164.24
1/23/2017 16:00:00,163.01
1/24/2017 16:00:00,163.67
1/25/2017 16:00:00,164.14
1/26/2017 16:00:00,164.07
1/27/2017 16:00:00,162.06
1/30/2017 16:00:00,163.25
1/31/2017 16:00:00,163.95
2/1/2017 16:00:00,161.86
2/2/2017 16:00:00,168.15
2/3/2017 16:00:00,168.32
2/6/2017 16:00:00,167.03
2/7/2017 16:00:00,167.52
2/8/2017 16:00:00,168.42
2/9/2017 16:00:00,170.96
2/10/2017 16:00:00,172
2/13/2017 16:00:00,171.96
2/14/2017 16:00:00,173.63
2/15/2017 16:00:00,175
2/16/2017 16:00:00,175.75
2/17/2017 16:00:00,175.86
2/21/2017 16:00:00,176.94
2/22/2017 16:00:00,176.51
2/23/2017 16:00:00,175.85
2/24/2017 16:00:00,177.56
2/27/2017 16:00:00,177.62
2/28/2017 16:00:00,177.18
3/1/2017 16:00:00,177.86
3/2/2017 16:00:00,177.98
3/3/2017 16:00:00,170.26
3/6/2017 16:00:00,166.73
3/7/2017 16:00:00,167
3/8/2017 16:00:00,166.24
3/9/2017 16:00:00,165.77
3/10/2017 16:00:00,165.37
3/13/2017 16:00:00,164.55
3/14/2017 16:00:00,165.24
3/15/2017 16:00:00,166.54
3/16/2017 16:00:00,167.06
3/17/2017 16:00:00,167.81
3/20/2017 16:00:00,167.44
3/21/2017 16:00:00,166.78
3/22/2017 16:00:00,167.68
3/23/2017 16:00:00,166.9
3/24/2017 16:00:00,166.02
3/27/2017 16:00:00,166.15
3/28/2017 16:00:00,166.77
3/29/2017 16:00:00,167.43
3/30/2017 16:00:00,167.89
3/31/2017 16:00:00,167.69
4/3/2017 16:00:00,166.7
4/4/2017 16:00:00,167.25
4/5/2017 16:00:00,167
4/6/2017 16:00:00,170.02
4/7/2017 16:00:00,170.62
4/10/2017 16:00:00,171.22
4/11/2017 16:00:00,170.63
4/12/2017 16:00:00,170.17
4/13/2017 16:00:00,168.84
4/17/2017 16:00:00,169.7
4/18/2017 16:00:00,170.13
4/19/2017 16:00:00,170.06
4/20/2017 16:00:00,170.15
4/21/2017 16:00:00,170.77
4/24/2017 16:00:00,172.33
4/25/2017 16:00:00,172.68
4/26/2017 16:00:00,176.8
4/27/2017 16:00:00,177.45
4/28/2017 16:00:00,177.52
5/1/2017 16:00:00,177.86
5/2/2017 16:00:00,178.59
5/3/2017 16:00:00,179.82
5/4/2017 16:00:00,182.45
5/5/2017 16:00:00,180.2
5/8/2017 16:00:00,172.64
5/9/2017 16:00:00,172.68
5/10/2017 16:00:00,171.35
5/11/2017 16:00:00,171.26
5/12/2017 16:00:00,170.88
5/15/2017 16:00:00,171.57
5/16/2017 16:00:00,171
5/17/2017 16:00:00,169.15
5/18/2017 16:00:00,170.72
5/19/2017 16:00:00,171.64
5/22/2017 16:00:00,172.4
5/23/2017 16:00:00,172.47
5/24/2017 16:00:00,173.01
5/25/2017 16:00:00,174.73
5/26/2017 16:00:00,177.86
5/30/2017 16:00:00,178.92
5/31/2017 16:00:00,180.43
6/1/2017 16:00:00,180.63
6/2/2017 16:00:00,180.97
6/5/2017 16:00:00,182.08
6/6/2017 16:00:00,181.45
6/7/2017 16:00:00,182.2
6/8/2017 16:00:00,181.41
6/9/2017 16:00:00,180.38
6/12/2017 16:00:00,179.64
6/13/2017 16:00:00,180.51
6/14/2017 16:00:00,181.67
6/15/2017 16:00:00,180.06
6/16/2017 16:00:00,167.11
6/19/2017 16:00:00,164.34
6/20/2017 16:00:00,162.9
6/21/2017 16:00:00,163.15
6/22/2017 16:00:00,159.79
6/23/2017 16:00:00,157.13
6/26/2017 16:00:00,160.2
6/27/2017 16:00:00,159.26
6/28/2017 16:00:00,160.17
6/29/2017 16:00:00,158.68
6/30/2017 16:00:00,159.93
7/3/2017 16:00:00,158.82
7/5/2017 16:00:00,158.02
7/6/2017 16:00:00,157.09
7/7/2017 16:00:00,154.11
7/10/2017 16:00:00,151
7/11/2017 16:00:00,151.11
7/12/2017 16:00:00,151.75
7/13/2017 16:00:00,153.6
7/14/2017 16:00:00,153
7/17/2017 16:00:00,152.84
7/18/2017 16:00:00,151.5
7/19/2017 16:00:00,151.24
7/20/2017 16:00:00,150.99
7/21/2017 16:00:00,150.44
7/24/2017 16:00:00,151
7/25/2017 16:00:00,153.17
7/26/2017 16:00:00,152.09
7/27/2017 16:00:00,152.52
7/28/2017 16:00:00,152.89
7/31/2017 16:00:00,158.51
8/1/2017 16:00:00,159.72
8/2/2017 16:00:00,161.28
8/3/2017 16:00:00,157.91
8/4/2017 16:00:00,156.44
8/7/2017 16:00:00,156.95
8/8/2017 16:00:00,157.75
8/9/2017 16:00:00,156.86
8/10/2017 16:00:00,156.64
8/11/2017 16:00:00,156.65
8/14/2017 16:00:00,157.91
8/15/2017 16:00:00,156.88
8/16/2017 16:00:00,159.76
8/17/2017 16:00:00,158.57
8/18/2017 16:00:00,157.08
8/21/2017 16:00:00,157.07
8/22/2017 16:00:00,158.7
