Date,Close
11/19/2015 16:00:00,208.55
11/20/2015 16:00:00,209.31
11/23/2015 16:00:00,209.07
11/24/2015 16:00:00,209.35
11/25/2015 16:00:00,209.32
11/27/2015 16:00:00,209.56
11/30/2015 16:00:00,208.69
12/1/2015 16:00:00,210.68
12/2/2015 16:00:00,208.53
12/3/2015 16:00:00,205.61
12/4/2015 16:00:00,209.62
12/7/2015 16:00:00,208.35
12/8/2015 16:00:00,206.95
12/9/2015 16:00:00,205.34
12/10/2015 16:00:00,205.87
12/11/2015 16:00:00,201.88
12/14/2015 16:00:00,202.9
12/15/2015 16:00:00,205.03
12/16/2015 16:00:00,208.03
12/17/2015 16:00:00,204.86
12/18/2015 16:00:00,200.02
12/21/2015 16:00:00,201.67
12/22/2015 16:00:00,203.5
12/23/2015 16:00:00,206.02
12/24/2015 16:00:00,205.68
12/28/2015 16:00:00,205.21
12/29/2015 16:00:00,207.4
12/30/2015 16:00:00,205.93
12/31/2015 16:00:00,203.87
1/4/2016 16:00:00,201.02
1/5/2016 16:00:00,201.36
1/6/2016 16:00:00,198.82
1/7/2016 16:00:00,194.05
1/8/2016 16:00:00,191.92
1/11/2016 16:00:00,192.11
1/12/2016 16:00:00,193.66
1/13/2016 16:00:00,188.83
1/14/2016 16:00:00,191.93
1/15/2016 16:00:00,187.81
1/19/2016 16:00:00,188.06
1/20/2016 16:00:00,185.65
1/21/2016 16:00:00,186.69
1/22/2016 16:00:00,190.52
1/25/2016 16:00:00,187.64
1/26/2016 16:00:00,190.2
1/27/2016 16:00:00,188.13
1/28/2016 16:00:00,189.11
1/29/2016 16:00:00,193.72
2/1/2016 16:00:00,193.65
2/2/2016 16:00:00,190.16
2/3/2016 16:00:00,191.3
2/4/2016 16:00:00,191.6
2/5/2016 16:00:00,187.95
2/8/2016 16:00:00,185.42
2/9/2016 16:00:00,185.43
2/10/2016 16:00:00,185.27
2/11/2016 16:00:00,182.86
2/12/2016 16:00:00,186.63
2/16/2016 16:00:00,189.78
2/17/2016 16:00:00,192.88
2/18/2016 16:00:00,192.09
2/19/2016 16:00:00,192
2/22/2016 16:00:00,194.78
2/23/2016 16:00:00,192.32
2/24/2016 16:00:00,193.2
2/25/2016 16:00:00,195.54
2/26/2016 16:00:00,195.09
2/29/2016 16:00:00,193.56
3/1/2016 16:00:00,198.11
3/2/2016 16:00:00,199
3/3/2016 16:00:00,199.78
3/4/2016 16:00:00,200.43
3/7/2016 16:00:00,200.59
3/8/2016 16:00:00,198.4
3/9/2016 16:00:00,199.38
3/10/2016 16:00:00,199.54
3/11/2016 16:00:00,202.76
3/14/2016 16:00:00,202.5
3/15/2016 16:00:00,202.17
3/16/2016 16:00:00,203.34
3/17/2016 16:00:00,204.63
3/18/2016 16:00:00,204.38
3/21/2016 16:00:00,204.67
3/22/2016 16:00:00,204.56
3/23/2016 16:00:00,203.21
3/24/2016 16:00:00,203.12
3/28/2016 16:00:00,203.24
3/29/2016 16:00:00,205.12
3/30/2016 16:00:00,206.02
3/31/2016 16:00:00,205.52
4/1/2016 16:00:00,206.92
4/4/2016 16:00:00,206.25
4/5/2016 16:00:00,204.19
4/6/2016 16:00:00,206.42
4/7/2016 16:00:00,203.95
4/8/2016 16:00:00,204.5
4/11/2016 16:00:00,204.02
4/12/2016 16:00:00,205.92
4/13/2016 16:00:00,208
4/14/2016 16:00:00,208.01
4/15/2016 16:00:00,207.78
4/18/2016 16:00:00,209.24
4/19/2016 16:00:00,209.9
4/20/2016 16:00:00,210.1
4/21/2016 16:00:00,208.97
4/22/2016 16:00:00,208.97
4/25/2016 16:00:00,208.61
4/26/2016 16:00:00,208.92
4/27/2016 16:00:00,209.35
4/28/2016 16:00:00,207.45
4/29/2016 16:00:00,206.33
5/2/2016 16:00:00,207.97
5/3/2016 16:00:00,206.16
5/4/2016 16:00:00,205.01
5/5/2016 16:00:00,204.97
5/6/2016 16:00:00,205.72
5/9/2016 16:00:00,205.89
5/10/2016 16:00:00,208.45
5/11/2016 16:00:00,206.5
5/12/2016 16:00:00,206.56
5/13/2016 16:00:00,204.76
5/16/2016 16:00:00,206.78
5/17/2016 16:00:00,204.85
5/18/2016 16:00:00,204.91
5/19/2016 16:00:00,204.2
5/20/2016 16:00:00,205.49
5/23/2016 16:00:00,205.21
5/24/2016 16:00:00,207.87
5/25/2016 16:00:00,209.28
5/26/2016 16:00:00,209.34
5/27/2016 16:00:00,210.24
5/31/2016 16:00:00,209.84
6/1/2016 16:00:00,210.27
6/2/2016 16:00:00,210.91
6/3/2016 16:00:00,210.28
6/6/2016 16:00:00,211.35
6/7/2016 16:00:00,211.68
6/8/2016 16:00:00,212.37
6/9/2016 16:00:00,212.08
6/10/2016 16:00:00,210.07
6/13/2016 16:00:00,208.45
6/14/2016 16:00:00,208.04
6/15/2016 16:00:00,207.75
6/16/2016 16:00:00,208.37
6/17/2016 16:00:00,206.52
6/20/2016 16:00:00,207.85
6/21/2016 16:00:00,208.44
6/22/2016 16:00:00,208.1
6/23/2016 16:00:00,210.81
